rank,inep_code,school,state,city,school_type,location,students,ch,cn,lc,mt,rd,average_exam
17213,43164102,ESC EST ENS MED PADRE PACIFICO,Rio Grande do Sul,Vacaria,Estadual,Urbana,14,483.89,446.58,489.69,489.85,398.57,461.72
17214,26109360,ESCOLA BERNARDO VIEIRA,Pernambuco,Jaboatão dos Guararapes,Estadual,Urbana,63,462.84,431.56,481.01,473.14,460,461.71
17215,15553558,EEEM GONCALVES DIAS,Pará,Parauapebas,Estadual,Urbana,38,455.5,428.18,478.66,452.51,493.68,461.71
17216,25118579,EEEM PREFEITO SEVERINO PEREIRA GOMES,Paraíba,Baraúna,Estadual,Urbana,34,479.82,443.22,476.81,462.78,445.88,461.7
17217,21017190,CENTRO DE ENSINO VICENTE MAIA,Maranhão,São Luís,Estadual,Urbana,97,450.34,429.29,485.84,456.17,486.8,461.69
17218,52060004,COLEGIO ESTADUAL ANGELO URZEDA,Goiás,Mairipotaba,Estadual,Urbana,14,448.34,420.41,457.12,489.62,492.86,461.67
17219,26090058,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR FRANCISCO SIQUEIRA C DA CUNHA,Pernambuco,Lagoa do Carro,Estadual,Urbana,61,453.66,430.01,474.81,460.97,488.85,461.66
17220,35910788,ARCANGELO SFORCIM,São Paulo,São Paulo,Estadual,Urbana,13,469.6,438.82,506.23,475.16,418.46,461.65
17221,21077762,CENTRO DE ENSINO BANDEIRA TRIBUZZI CAIC,Maranhão,Santa Inês,Estadual,Urbana,84,450.17,425.92,471.7,467.37,493.1,461.65
17222,21160066,CENTRO DE ENSINO SANTOS DUMONT,Maranhão,Caxias,Estadual,Urbana,74,452.46,423.73,472.25,454.38,505.41,461.64
17223,14320525,COLEGIO ESTADUAL MILITARIZADO PROF¬ WANDA DAVID AGUIAR - CEM XI,Roraima,Boa Vista,Estadual,Urbana,16,483.94,431.19,484.19,467.54,441.25,461.62
17224,27051633,ESCOLA ESTADUAL PROFA BENEDITA MARIA RUFINO DE CHAGAS COELHO,Alagoas,Murici,Estadual,Urbana,13,438.56,423.94,460.79,469.4,515.38,461.62
17225,26034310,ESCOLA ESTADUAL DE ALTERNANCIA,Pernambuco,Petrolina,Estadual,Rural,16,467.16,435.99,474.31,458.06,472.5,461.6
17226,29265932,EE - COLEGIO ESTADUAL MARIETA PEREIRA DOS SANTOS,Bahia,Tremedal,Estadual,Urbana,46,451.87,422.39,480.72,471.71,481.3,461.6
17227,52010961,COLEGIO ESTADUAL DR MARCO AURELIO,Goiás,Santa Tereza de Goiás,Estadual,Urbana,20,459.9,430.31,468.58,499.21,450,461.6
17228,23145633,EEM ADAHIL BARRETO,Ceará,Cariús,Estadual,Urbana,134,449.82,431.06,464.43,478.34,484.18,461.57
17229,15169294,EEEM DR GASPAR VIANNA - ANEXO I,Pará,Marabá,Estadual,Urbana,16,464.64,436.84,465.06,483.79,457.5,461.57
17230,13027328,ESCOLA ESTADUAL ESTELITA TAPAJOS,Amazonas,Manaus,Estadual,Urbana,19,475.3,409.34,496.72,457.96,468.42,461.55
17231,29359805,EE - COLEGIO ESTADUAL PETRONILIO DA SILVA PRADO,Bahia,Pindaí,Estadual,Urbana,100,462,439.86,469.09,461.04,475.6,461.52
17232,21189692,CENTRO DE ENSINO SAO RAIMUNDO NONATO,Maranhão,São Raimundo das Mangabeiras,Estadual,Urbana,83,440.84,430.42,467.9,479.02,489.4,461.52
17233,22045694,UNID ESC ALBERTO LEAL NUNES,Piauí,Regeneração,Estadual,Urbana,33,451.51,423.6,475.54,461.16,495.76,461.51
17234,26056550,ESCOLA AARAO LINS DE ANDRADE,Pernambuco,Gravatá,Estadual,Urbana,45,454.49,430.24,476,465.51,481.33,461.51
17235,22078096,U E DR JOSE GUSMAO,Piauí,Colônia do Piauí,Estadual,Urbana,29,445.86,427.33,462.88,459.76,511.72,461.51
17236,22072500,U E EDITH NOBRE DE CASTRO,Piauí,São Raimundo Nonato,Estadual,Urbana,29,460.03,417.67,482.29,444.1,503.45,461.51
17237,52041921,COLEGIO ESTADUAL PROFESSORA JOSEFA BARBOSA VALENTE,Goiás,Posse,Estadual,Urbana,36,453.94,417.11,483.41,461.39,491.67,461.51
17238,23247754,EEM AGOSTINHO NERES PORTELA,Ceará,Sobral,Estadual,Urbana,128,461.31,440.96,476.94,486.69,441.56,461.49
17239,23047895,COLEGIO ESTADUAL PAULO SARASATE,Ceará,Canindé,Estadual,Urbana,226,451.58,427.81,473.98,466.98,487.08,461.49
17240,12015334,ESC EDMUNDO PINTO DE ALMEIDA NETO,Acre,Porto Acre,Estadual,Rural,34,467.44,434.41,481.19,461.45,462.94,461.48
17241,15111822,EEEF BRASIL TROPICAL,Pará,Itupiranga,Estadual,Rural,17,458.25,435.96,464.23,483.09,465.88,461.48
17242,15034607,EEEFM JADERLANDIA,Pará,Ananindeua,Estadual,Urbana,52,468.79,421.89,482.04,457.75,476.92,461.48
17243,15558150,E M E F GOV EURICO VALLE,Pará,Rurópolis,Municipal,Urbana,19,432.72,421.15,466.72,498.38,488.42,461.48
17244,15004783,EEEM ANTONIO CANDIDO MACHADO,Pará,Terra Santa,Estadual,Urbana,51,456.37,431.6,471.22,455.59,492.55,461.47
17245,33090653,CIEP 121 PROFESSOR JOADELIO CODECO,Rio de Janeiro,São Gonçalo,Estadual,Urbana,10,468.43,462.14,471.75,449,456,461.46
17246,22053620,CETI CICERO COELHO,Piauí,Uruçuí,Estadual,Urbana,44,453.41,434.25,459.08,452.28,508.18,461.44
17247,25080261,EEEFM MANOEL AVELINO DE PAIVA,Paraíba,Caldas Brandão,Estadual,Urbana,36,466.8,419.06,466.19,452.38,502.78,461.44
17248,23071001,EEFM PROFESSOR HERMENEGILDO FIRMEZA,Ceará,Fortaleza,Estadual,Urbana,126,458.48,432.96,477.39,465.28,473.02,461.42
17249,15574865,EEEM C DEPUTADO NICIAS RIBEIRO,Pará,Portel,Estadual,Urbana,42,449.41,426.05,464.59,470.39,496.67,461.42
17250,31308412,EE CAROLINA SILVA,Minas Gerais,Vazante,Estadual,Urbana,11,450.45,426.84,466.11,454.57,509.09,461.41
17251,22122567,CENTRO EDUCACIONAL GASPARINO FERREIRA,Piauí,Bonfim do Piauí,Estadual,Urbana,19,444.89,405.16,474.75,455.93,526.32,461.41
17252,35033923,DOMINGOS CAMERLINGO CALO,São Paulo,Ourinhos,Estadual,Urbana,30,475.9,431.99,499.32,476.48,423.33,461.41
17253,21021910,CENTRO DE ENSINO CIDADE DE SAO LUIS,Maranhão,São Luís,Estadual,Urbana,164,461.27,428.91,484.46,466.6,465.73,461.39
17254,21148759,CENTRO DE ENSINO COLARES MOREIRA,Maranhão,Codó,Estadual,Urbana,78,462.28,433.8,477.19,445.92,487.69,461.38
17255,28022645,COLEGIO ESTADUAL MONSENHOR OLIMPIO CAMPOS,Sergipe,Itabaianinha,Estadual,Urbana,80,454.94,431.32,471.15,453.92,495.5,461.36
17256,33097020,CIEP 172 NELSON RODRIGUES,Rio de Janeiro,Nova Iguaçu,Estadual,Urbana,20,451.4,446.15,479.95,463.32,466,461.36
17257,15578003,EEEM VEREADOR RAIMUNDO DE SOUZA COELHO,Pará,Juruti,Estadual,Urbana,65,462.28,436,472.48,465.5,470.46,461.34
17258,31063347,EE ADEMAR CANGUSSU,Minas Gerais,São Francisco,Estadual,Rural,10,470.33,421.83,483.18,419.37,512,461.34
17259,25034200,EEEFM MARIA DO SOCORRO RAMALHO QUIRINO,Paraíba,Imaculada,Estadual,Urbana,17,459.86,430.82,483.41,470.26,462.35,461.34
17260,15140711,EEEFM MARIO BARBOSA,Pará,Belém,Estadual,Urbana,47,453.03,439.46,477.33,456.44,480.43,461.34
17261,23072377,EEFM SAO JOSE DOS ARPOADORES,Ceará,Fortaleza,Estadual,Urbana,38,448.76,437.5,464,446.4,510,461.33
17262,15553655,EEEM RAIMUNDO RIBEIRO DA COSTA,Pará,Oeiras do Pará,Estadual,Urbana,91,451.18,434.44,466.98,456.67,497.36,461.33
17263,43098444,ESC EST ENS MED MARIA DOLORES FREITAS BARROS,Rio Grande do Sul,Passo Fundo,Estadual,Urbana,13,480.16,413.98,482.18,450.32,480,461.33
17264,26116391,ESCOLA PROFESSORA ZULMIRA DE PAULA ALMEIDA,Pernambuco,Paulista,Estadual,Urbana,19,467.93,435.25,488.76,474.67,440,461.32
17265,22019740,U E ANTONIETA RIBEIRO MORAES,Piauí,Demerval Lobão,Estadual,Urbana,39,447.97,422.99,480.14,458.51,496.92,461.31
17266,22093249,U E SERAFIM JOSE DE BRITO,Piauí,Campo Grande do Piauí,Estadual,Urbana,28,438.96,416.55,459.94,471.79,519.29,461.31
17267,31305651,EE SEBASTIAO CAMPOS,Minas Gerais,Quartel Geral,Estadual,Urbana,17,427.35,432.23,464.54,462.34,520,461.29
17268,22019294,U E RAIMUNDO MARTINS,Piauí,Coivaras,Estadual,Urbana,12,482.14,414.18,485.03,456.72,468.33,461.28
17269,31196703,CESEC CLORINDA MARTINS TAVARES,Minas Gerais,Ituiutaba,Estadual,Urbana,31,458.89,448.27,482.86,473.15,443.23,461.28
17270,21017115,CENTRO DE ENSINO CIDADE OPERARIA I,Maranhão,São Luís,Estadual,Urbana,136,456.19,434.83,485.14,461.24,468.97,461.27
17271,15127281,EEEM LIBERDADE,Pará,Marabá,Estadual,Urbana,66,453.38,435.61,469.92,460.05,487.27,461.25
17272,21048231,CENTRO DE ENSINO NEWTON BELLO,Maranhão,Santa Helena,Estadual,Urbana,21,446.21,436.22,468.9,471.05,483.81,461.24
17273,29043085,EE - COLEGIO ESTADUAL MONSENHOR TURIBIO VILANOVA - TEMPO INTEGRAL,Bahia,Bom Jesus da Lapa,Estadual,Urbana,85,462.58,432.44,479.62,469.2,462.35,461.24
17274,22088857,CEEP FRANCISCO ALVES DE SOUSA - CHICO ABILIO,Piauí,Fronteiras,Estadual,Urbana,10,454.73,423.62,471.32,454.51,502,461.24
17275,27029654,ESCOLA ESTADUAL SATURNINO DE SOUZA,Alagoas,Matriz de Camaragibe,Estadual,Urbana,59,438.73,414.39,473.66,457.02,522.37,461.24
17276,29427550,EE - COLEGIO ESTADUAL CONSTANTINO CATARINO DE SOUZA,Bahia,Luís Eduardo Magalhães,Estadual,Urbana,70,459.71,437.73,482.16,458.56,468,461.23
17277,29362016,EE - COLEGIO ESTADUAL DE MONTE GORDO,Bahia,Camaçari,Estadual,Urbana,44,467.35,444.56,477.17,459.78,457.27,461.23
17278,23013176,EEM GRIJALVA COSTA,Ceará,Ubajara,Estadual,Urbana,179,458.17,432.93,474.58,479.46,461.01,461.23
17279,51091330,EE PROF JOAO CRISOSTOMO DE FIGUEIREDO,Mato Grosso,Cuiabá,Estadual,Urbana,12,458.73,434.55,462.66,441.83,508.33,461.22
17280,27013995,ESCOLA ESTADUAL ANTONIA MACEDO,Alagoas,Palmeira dos Índios,Estadual,Urbana,13,469.06,435.52,454.54,469.99,476.92,461.21
17281,11006013,CEEJA DR CLAUDIO FIALHO,Rondônia,Guajará Mirim,Estadual,Urbana,11,445.15,429.05,462.61,440.1,529.09,461.2
17282,15011585,EEEFM FREI OTHMAR,Pará,Santarém,Estadual,Urbana,43,455.93,432.9,471.12,467.79,478.14,461.18
17283,22135901,U E CEZAR LEAL,Piauí,Pau D`Arco do Piauí,Estadual,Urbana,15,444.62,434.36,463,483.86,480,461.17
17284,43138438,ESC EST ENS MED SILVERIO DA COSTA NOVO,Rio Grande do Sul,São José do Norte,Estadual,Rural,10,438.47,426.96,466.16,496.24,478,461.17
17285,28020456,COLEGIO ESTADUAL PROFESSOR ANTONIO FONTES FREITAS,Sergipe,Nossa Senhora do Socorro,Estadual,Urbana,56,465.6,423.93,481.6,456.46,478.21,461.16
17286,25093843,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO CONEGO FRANCISCO GOMES LIMA,Paraíba,João Pessoa,Estadual,Urbana,48,456.03,435.34,486.63,452.73,475,461.15
17287,26108984,ESCOLA DE REFERENCIA EM ENSINO MEDIO POETA MAURO MOTA,Pernambuco,Jaboatão dos Guararapes,Estadual,Urbana,46,465.8,431.95,470.59,457.82,479.57,461.15
17288,29318378,EE - COLEGIO ESTADUAL ELOYNA BARRADAS - TEMPO INTEGRAL,Bahia,Eunápolis,Estadual,Urbana,32,459.33,431.01,487.05,464.52,463.75,461.13
17289,35009891,JOSE WILSON PADINHA PROFESSOR,São Paulo,Barueri,Estadual,Urbana,13,471.22,439.49,487.61,478.05,429.23,461.12
17290,29057809,EE - COLEGIO ESTADUAL SAO SEBASTIAO,Bahia,América Dourada,Estadual,Urbana,56,445.22,425.91,465.08,460.43,508.93,461.11
17291,22067710,U E CIPRIANO VIEIRA DE SA,Piauí,Pajeú do Piauí,Estadual,Urbana,28,466.26,433.69,453.86,464.5,487.14,461.09
17292,23079649,EEMTI PROFESSOR ANTONIO MARTINS FILHO,Ceará,Maracanaú,Estadual,Urbana,131,461.53,429.55,485.11,455.19,474.05,461.09
17293,26008181,ESCOLA DE REFERENCIA EM ENSINO MEDIO PRESIDENTE MEDICI - MOREILANDIA,Pernambuco,Moreilândia,Estadual,Urbana,28,471.07,439.84,468.38,466.85,459.29,461.09
17294,26095530,ESCOLA ESTADUAL PROFESSORA EUDOXIA DE ALCANTARA FERREIRA,Pernambuco,Vitória de Santo Antão,Estadual,Urbana,51,469.77,442.35,490.58,471.69,430.98,461.08
17295,15581187,E M E F NOSSA SENHORA DO ROSARIO,Pará,Marituba,Municipal,Urbana,24,471.03,432.61,475.8,454.28,471.67,461.07
17296,17010748,COLEGIO ESTADUAL DE ARAGUACEMA,Tocantins,Araguacema,Estadual,Urbana,22,454.97,431.12,468.5,447.09,503.64,461.06
17297,25082922,ECI ANA RIBEIRO,Paraíba,Salgado de São Félix,Estadual,Urbana,32,446.92,421.96,464.15,462.28,510,461.06
17298,33061084,CIEP 364 NELSON RAMOS,Rio de Janeiro,Mesquita,Estadual,Urbana,25,451.36,441.88,494.17,452.28,465.6,461.06
17299,35035099,JOAQUIM GOULART PROFESSOR,São Paulo,Registro,Estadual,Rural,11,450.68,442.4,491.32,459.07,461.82,461.06
17300,41070585,CARLOS A CAMARGO C E EF M,Paraná,Capitão Leônidas Marques,Estadual,Urbana,29,459.69,449.54,488.8,474.14,433.1,461.06
17301,26088606,ESCOLA DE REFERENCIA EM ENSINO MEDIO EMILIANO PEREIRA BORGES,Pernambuco,Ferreiros,Estadual,Urbana,52,442.37,429.03,467.56,492.83,473.46,461.05
17302,23061545,EEFM TELINA MATOS PIRES,Ceará,Aquiraz,Estadual,Urbana,160,460.94,429.58,476.17,462.31,476.25,461.05
17303,26072149,ESCOLA CORONEL JOSE ABILIO,Pernambuco,Bom Conselho,Estadual,Urbana,85,458.86,427.13,471.73,454.35,493.18,461.05
17304,23016230,EEM HUET ARRUDA,Ceará,Moraújo,Estadual,Urbana,85,463.75,428.22,476.93,492.56,443.76,461.05
17305,15558690,EEEM JOSE LOURENCO,Pará,Breu Branco,Estadual,Urbana,22,453.34,416.53,468.03,445.5,521.82,461.04
17306,31041645,EE DOM HERMINIO MALZONE HUGO,Minas Gerais,Naque,Estadual,Urbana,12,452.44,432.41,484.26,449.42,486.67,461.04
17307,29064120,EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DE IRECE,Bahia,Irecê,Estadual,Urbana,45,453.42,429.69,474.4,463.65,484,461.03
17308,16002431,ESC EST GAL AZEVEDO COSTA,Amapá,Macapá,Estadual,Urbana,104,455.63,435.47,471.97,458.2,483.85,461.02
17309,29446740,EE - COLEGIO ESTADUAL ANTONIO DA COSTA BRITO,Bahia,Acajutiba,Estadual,Urbana,76,451.35,439.83,472.07,455.22,486.58,461.01
17310,26121670,ESCOLA DE REFERENCIA EM ENSINO MEDIO POETA MANUEL BANDEIRA,Pernambuco,Recife,Estadual,Urbana,58,443.73,433.6,483.73,462.96,481.03,461.01
17311,29628610,EE - COLEGIO ESTADUAL JOHN KENNEDY,Bahia,Nova Viçosa,Estadual,Urbana,37,464.08,448.31,475.45,453.35,463.78,460.99
17312,27020320,ESCOLA ESTADUAL PROF JOSE FELIX DE CARVALHO ALVES,Alagoas,São Sebastião,Estadual,Urbana,120,469.68,434.81,471.57,469.38,459.5,460.99
17313,21155682,CENTRO DE ENSINO SENADOR CARVALHO GUIMARAES,Maranhão,Buriti Bravo,Estadual,Urbana,48,425.39,417.53,460.73,457.1,544.17,460.98
17314,29024579,EE - COLEGIO ESTADUAL RUI BARBOSA,Bahia,Juazeiro,Estadual,Urbana,44,457.19,432,474.24,463.75,477.73,460.98
17315,22059326,U E MONSENHOR UCHOA,Piauí,Itaueira,Estadual,Urbana,37,447.92,440.98,463.64,471.81,480.54,460.98
17316,25030116,EEEFMI PADRE MANOEL OTAVIANO,Paraíba,Ibiara,Estadual,Urbana,39,450.19,419.33,467.23,487.5,480.51,460.95
17317,29535808,EE - COLEGIO ESTADUAL DOUTOR IVES ORLANDO LOPES DA SILVA,Bahia,Campo Alegre de Lourdes,Estadual,Urbana,24,458.75,429.86,470.23,463.41,482.5,460.95
17318,15042626,EEEFM NOSSA SENHORA DO CARMO,Pará,Belém,Estadual,Urbana,41,459.88,428.84,472.29,451.37,492.2,460.91
17319,31185035,EE MANOEL DE SOUZA SANTOS,Minas Gerais,Monte Formoso,Estadual,Urbana,36,461.34,409.51,465.28,452.74,515.56,460.88
17320,22138935,U E MARIA DE OLIVEIRA RODRIGUES,Piauí,Dom Inocêncio,Estadual,Urbana,25,442.46,423.9,456.65,461.4,520,460.88
17321,52046370,COLEGIO ESTADUAL PROFESSORA MARIA ANGELICA DE OLIVEIRA,Goiás,Formosa,Estadual,Urbana,26,447.31,444.42,488.5,466.44,457.69,460.87
17322,29466008,EE - COLEGIO ESTADUAL ALTAIR ALMEIDA MEIRA,Bahia,Maiquinique,Estadual,Urbana,33,439.64,433.75,484.13,449.19,497.58,460.86
17323,33047936,CE JARDIM IPE,Rio de Janeiro,Belford Roxo,Estadual,Urbana,25,434.76,435.97,485.65,457.51,490.4,460.86
17324,21359202,CENTRO DE ENSINO ANICETO MARIANO COSTA,Maranhão,Matinha,Estadual,Urbana,68,450.99,432.26,474.88,457.34,488.82,460.86
17325,29053544,EE - COLEGIO ESTADUAL DO CAMPO PETRONIO PORTELA - DIST DE PILAR,Bahia,Jaguarari,Estadual,Rural,70,451.43,432.92,472.95,458.3,488.57,460.83
17326,42081106,EEB PE JOAO STOLTE,Santa Catarina,Botuverá,Estadual,Urbana,11,505.98,446.92,496.33,498.57,356.36,460.83
17327,17027993,COL EST ADA DE ASSIS TEIXEIRA,Tocantins,Goiatins,Estadual,Urbana,22,444.56,416.07,470.44,486.67,486.36,460.82
17328,23078707,EEMTI PADRE MARCELINO CHAMPAGNAT,Ceará,Fortaleza,Estadual,Urbana,84,472.28,439.08,491.51,460.03,441.19,460.82
17329,35012385,VIRGILIO ANTUNES PROF,São Paulo,Cruzeiro,Estadual,Urbana,19,466.01,431.53,499.25,477.78,429.47,460.81
17330,35923291,CONJUNTO HABITACIONAL PARQUE DOURADO II,São Paulo,Ferraz de Vasconcelos,Estadual,Urbana,30,459.57,437.83,485.1,455.54,466,460.81
17331,31024988,EE PROFESSOR LEOPOLDO PEREIRA,Minas Gerais,Serro,Estadual,Urbana,14,471.28,447.31,475.83,495.31,414.29,460.8
17332,23084200,EEM PADRE CORIOLANO,Ceará,Pacajus,Estadual,Urbana,345,460.82,430.27,478.48,466.74,467.65,460.79
17333,31128775,EE DO GROTA,Minas Gerais,Jequeri,Estadual,Urbana,15,441.15,417.07,466.29,479.44,500,460.79
17334,29055393,EE - COLEGIO ESTADUAL SENHOR DO BONFIM,Bahia,Senhor do Bonfim,Estadual,Urbana,51,465.58,434.46,491.88,448.47,463.53,460.79
17335,21035083,CENTRO DE ENSINO LICEU TUTOIENSE,Maranhão,Tutóia,Estadual,Urbana,50,463.56,435.01,470.51,448.04,486.8,460.78
17336,35002598,ASTOLFO ARAUJO DEPUTADO,São Paulo,São Paulo,Estadual,Urbana,16,464.91,442.37,506.19,449.15,441.25,460.77
17337,27001237,ESCOLA ESTADUAL LUIZ BASTOS,Alagoas,Canapi,Estadual,Urbana,63,474.36,426.58,474.86,462.36,465.71,460.77
17338,29199930,EE - COLEGIO ESTADUAL MONTEIRO LOBATO,Bahia,Salvador,Estadual,Urbana,23,468.17,429.77,483.66,437.9,484.35,460.77
17339,17025621,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL SANTA MARIA,Tocantins,Santa Maria do Tocantins,Estadual,Urbana,17,465.35,403.26,476.44,457.56,501.18,460.76
17340,15168824,EEEM FRANCISCA NOGUEIRA DA COSTA RAMOS ANEXO III,Pará,Baião,Estadual,Rural,11,448.78,453.25,481.21,445.95,474.55,460.75
17341,15039927,EEEF DR MARIO CHERMONT,Pará,Belém,Estadual,Urbana,33,448.94,433.99,471.5,452.94,496.36,460.75
17342,26065606,ESCOLA JOSE BEZERRA DE ANDRADE,Pernambuco,Taquaritinga do Norte,Estadual,Urbana,16,445.34,430.63,475.19,465.04,487.5,460.74
17343,17006872,ESCOLA ESTADUAL RUI BARBOSA,Tocantins,Babaçulândia,Estadual,Urbana,12,443.54,461.02,457.08,472.07,470,460.74
17344,15113388,EEEM PROFA MARIA DA GLORIA RODRIGUES PAIXAO,Pará,Jacundá,Estadual,Urbana,99,456.42,420.45,474.33,460.78,491.72,460.74
17345,23249900,EEFM PROFESSORA ROSA MARTINS CAMELO MELO,Ceará,Ibiapina,Estadual,Urbana,63,461.09,437.75,471.15,478.76,454.92,460.73
17346,35908873,ALEXANDRE LOPES OLIVEIRA,São Paulo,Guarulhos,Estadual,Urbana,17,471.56,436.09,494.06,464.29,437.65,460.73
17347,31008621,EE CARLOS DRUMOND DE ANDRADE,Minas Gerais,Betim,Estadual,Urbana,20,464.96,432.18,498.29,504.14,404,460.71
17348,29465400,EE - COLEGIO ESTADUAL PROFESSORA MARIA DO CARMO SANTANA,Bahia,Aramari,Estadual,Urbana,28,451.66,446.32,479.86,451.38,474.29,460.7
17349,27004490,ESCOLA ESTADUAL DR EMILIO DE MAIA,Alagoas,Carneiros,Estadual,Urbana,37,454.16,424.08,461.16,455.43,508.65,460.7
17350,13082183,ESCOLA ESTADUAL ANTONIO NUNEZ JIMENEZ,Amazonas,Manaus,Estadual,Urbana,154,458.92,424.56,477.75,470.16,472.08,460.69
17351,43107214,ESC EST ENS MED SANTA ROSA,Rio Grande do Sul,Porto Alegre,Estadual,Urbana,24,471.53,436.37,503.73,486,405.83,460.69
17352,43077544,INST ESTADUAL ANIBAL BENEVOLO,Rio Grande do Sul,Maçambara,Estadual,Urbana,11,450.04,439.15,465.06,434.65,514.55,460.69
17353,21182426,CENTRO DE ENSINO PROFESSOR LUIS REGO,Maranhão,Balsas,Estadual,Urbana,103,460.01,424.54,482.92,472.67,463.3,460.69
17354,26069652,ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E MEDIO GINASIO DE LIMOEIRO ARTHUR CORREIA DE OLIVEIRA,Pernambuco,Limoeiro,Estadual,Urbana,23,448.95,416.87,480.97,482.73,473.91,460.69
17355,21139687,COLEGIO FRANCISCO ALMEIDA CARNEIRO,Maranhão,Chapadinha,Privada,Urbana,14,460.45,444.83,478.73,457.92,461.43,460.67
17356,31063592,EE MARIA MATOS SILVA,Minas Gerais,Verdelândia,Estadual,Urbana,17,445.82,447.23,481.66,469.74,458.82,460.65
17357,35014321,NASCIMENTO SATIRO DA SILVA,São Paulo,Iporanga,Estadual,Urbana,10,480.53,446.85,498.62,445.27,432,460.65
17358,25081403,ESCOLA CIDADA INTEGRAL TECNICA ESTADUAL DE ITABAIANA DOUTOR ANTONIO BATISTA SANTIAGO,Paraíba,Itabaiana,Estadual,Urbana,74,446.48,421.8,462.12,461.25,511.62,460.65
17359,21190798,CENTRO DE ENSINO DR TARQUINIO LOPES FILHO - ANEXO III - MOACIR HERACLITO DOS REMEDIOS,Maranhão,Carutapera,Estadual,Urbana,14,456.47,416.35,478.9,428.65,522.86,460.65
17360,17001030,ESC EST SANTA GENOVEVA,Tocantins,Augustinópolis,Estadual,Urbana,19,450.83,426.76,467.54,449.64,508.42,460.64
17361,15056007,EEEFM CHARLES ASSAD,Pará,Bonito,Estadual,Urbana,27,451.75,428.28,463.77,455.65,503.7,460.63
17362,25067869,EEEFM ODILON NELSON DANTAS,Paraíba,Cuitegi,Estadual,Urbana,14,458.72,417,446.05,447.05,534.29,460.62
17363,52052354,COLEGIO ESTADUAL DR PEDRO LUDOVICO TEIXEIRA,Goiás,Doverlândia,Estadual,Urbana,13,446.2,440.15,481.13,454.08,481.54,460.62
17364,31062847,EE ZOE MACHADO,Minas Gerais,Jaíba,Estadual,Urbana,30,442.65,438.32,473.05,482.19,466.67,460.58
17365,27003213,ESCOLA ESTADUAL WATSON CLEMENTINO DE GUSMAO SILVA,Alagoas,Delmiro Gouveia,Estadual,Urbana,32,443.12,439.89,469.83,459.4,490.63,460.57
17366,23024631,EEM PROFESSOR ARRUDA,Ceará,Sobral,Estadual,Urbana,130,455.43,429.91,471.46,476.62,469.38,460.56
17367,26121247,ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAQUIM NABUCO,Pernambuco,Recife,Estadual,Urbana,63,452.64,435.44,482.16,455.39,477.14,460.55
17368,15040267,EEEFM VILHENA ALVES,Pará,Belém,Estadual,Urbana,27,466.29,427.06,479.73,463.75,465.93,460.55
17369,24057916,ESCOLA ESTADUAL JEAN MERMOZ,Rio Grande do Norte,Natal,Estadual,Urbana,18,462.56,458.34,475.83,462.67,443.33,460.55
17370,51189801,EE MARIO DUILIO EVARISTO HENRY,Mato Grosso,Cáceres,Estadual,Rural,23,474.63,437.43,470.91,481.42,438.26,460.53
17371,21105901,CENTRO DE ENSINO JOSE DE MATOS OLIVEIRA,Maranhão,Olho D`Água das Cunhãs,Estadual,Urbana,78,457.19,428.51,465.65,471.22,480,460.51
17372,26154803,ESCOLA DE REFERENCIA EM ENSINO MEDIO ELVIRA GRANJA DE SOUZA,Pernambuco,Santa Cruz,Estadual,Urbana,70,457.08,437,469.74,472.75,466,460.51
17373,15088375,EEEFM OSVALDO CRUZ,Pará,Capitão Poço,Estadual,Urbana,79,465.01,431.42,462.74,447.19,496.2,460.51
17374,17026369,ESCOLA ESTADUAL SETOR SUL,Tocantins,Palmas,Estadual,Urbana,26,440.12,420.7,470.93,478.49,492.31,460.51
17375,13028073,ESCOLA ESTADUAL VICENTE TELLES,Amazonas,Manaus,Estadual,Urbana,87,463.35,434.66,487.88,457.53,459.08,460.5
17376,41357574,CEEBJA PROF ORIDES B GUERRA EF M,Paraná,Foz do Iguaçu,Estadual,Urbana,10,470.8,442.87,501.33,439.47,448,460.49
17377,24010537,EE JOAO MANOEL PESSOA ENS FUNDAMENTAL E MEDIO,Rio Grande do Norte,Itajá,Estadual,Urbana,17,434.89,443.28,459.22,439.15,525.88,460.49
17378,12005711,ESC DR DJALMA DA CUNHA BATISTA,Acre,Tarauacá,Estadual,Urbana,61,447.97,429.44,473.57,463.15,488.2,460.46
17379,31044555,EE PROFESSOR JOSE JORIO,Minas Gerais,São João do Manteninha,Estadual,Urbana,11,479.58,449.8,498.84,464.74,409.09,460.41
17380,15070980,EEEM MAGALHAES BARATA,Pará,Cametá,Estadual,Rural,12,480.12,436.94,453.57,449.66,481.67,460.39
17381,15568873,EEEM PROFA ERNESTINA PEREIRA MAIA,Pará,Moju,Estadual,Urbana,168,445.05,430.28,467.33,450.97,508.33,460.39
17382,26035146,ESCOLA PROFESSORA ADELINA ALMEIDA,Pernambuco,Petrolina,Estadual,Urbana,120,459.39,437.74,481.13,474.98,448.67,460.38
